"Framework","Deployment_Frequency","Lead_Time","Security_Vulnerabilities","MTTR","Change_Failure_Rate","Compliance","Automation","Release_Success"
"DevOps",17.8761765788466,15.8379648098489,31,6.27261647091246,17.444393491797,73.1531682024973,80.7249374307846,89.3241495950609
"DevOps",17.3880746725202,15.6486086883228,36,6.00316101762199,21.6628911250465,63.5406879255797,71.7450569044023,91.5512377368395
"DevOps",17.2390579979752,13.4369270258905,34,5.95831114101049,19.6238524304471,75.2989594977466,75.5406732111427,85.6854956766973
"DevOps",16.610586042159,13.422756058292,42,6.58541127363633,19.372071994876,66.8818820556014,80.7100523601922,90.1890675740561
"DevOps",17.5841654439608,13.9956025633143,38,6.76097093184744,14.8856068809384,67.5423921282285,79.938864900542,86.2387431526634
"DevOps",15.4692072968635,17.9921213396927,42,7.48361753383827,16.1864603089976,76.5917058551082,76.1965226871703,88.0022925590875
"DevOps",22.337911930677,12.7253927586685,36,6.67867515783161,15.7061819587393,69.7364967674588,73.0338472958279,94.6433959580204
"DevOps",20.41592399661,14.6418968112396,43,4.92151073113998,19.1858876100405,63.2581385999841,79.5825231203463,90.9083031871278
"DevOps",15.7537828335933,18.8047236433579,38,6.90856572444986,15.0284771086003,80.8495205494468,83.6139830627771,90.3040231411516
"DevOps",17.1942303294018,14.7980502293424,39,8.18718681065156,19.6861241702972,60.1129653730374,88.0929545277103,84.6750162645455
"DevOps",17.0666892927536,12.2803185923572,38,8.19160126851033,14.6507507641994,74.8640576492979,80.8461728251626,85.6412922400159
"DevOps",19.5599302366726,13.6704611294519,46,6.21103678188877,23.4855913744061,77.0862462454231,86.9727393625109,94.8523494407848
"DevOps",17.8332618670563,15.9709199578098,50,5.45222345636243,19.3817740484343,68.8451606666973,81.3320886305439,84.7200977080801
"DevOps",18.5066370279895,14.2487942566605,36,9.45806049186527,15.8969891632402,74.2214352570578,81.4621284170382,88.6434381258552
"DevOps",17.9429064893026,13.8762472729004,43,6.83757805752058,18.7231377975037,74.1956519419428,82.299301253395,90.6777131789112
"DevOps",17.9142590854174,14.3121655317431,35,6.90254874989438,16.9426404023161,77.2031157645726,77.5176910189563,91.0562739170268
"DevOps",20.7372045680289,15.1809932942784,40,7.42057418869815,19.113443879279,74.4204969397626,80.7931271484205,91.2673360327577
"DevOps",17.5484580286815,18.1970175422917,38,5.38596054338088,18.7305981562809,70.7755811045374,84.633790795169,87.5106130303444
"DevOps",21.0329412088591,14.8228697757222,42,6.27178088880871,14.9576574820156,76.5799602897011,78.0010968525912,85.53703990864
"DevOps",14.9024943915396,17.161598992303,32,5.45955759470999,15.6260583635416,76.0031117825488,79.7135757204482,87.0782283010341
"DevOps",19.1692274992721,16.2615082313011,48,6.3069053859894,18.8987810542187,67.317154829321,76.408916998163,85.2937059743816
"DevOps",18.2477084876892,14.7727202089877,38,7.11884943300456,22.9171557262547,64.9960628300213,82.4174087857974,89.881206229345
"DevOps",18.4318831374879,11.9341959942188,44,5.63529054201309,21.2538510260128,72.8013876999659,82.6991991295561,91.3610650852783
"DevOps",18.7592789655198,13.957765364895,50,7.58998267936731,16.1262975791457,70.6301881261241,83.5933894048963,94.3816406574806
"DevOps",16.9953530937814,14.0202590937231,36,7.28934402881734,20.4777687049425,67.0723044371885,76.1207598739324,89.0983431487952
"DevOps",17.3335852326612,15.0943088655231,29,6.09578497437936,17.8542949417311,72.4196533975752,81.4289401390191,85.3756558684189
"DevOps",15.9628492337858,17.6003973553336,35,7.22632494238106,18.9039409551552,65.4000173675655,77.2237692334006,91.0734245889797
"DevOps",15.8564175470488,19.5861579476622,38,7.74808116249384,18.7810844722097,72.806131756631,80.9984614051359,90.7142766810859
"DevOps",18.6070572828085,18.0951621179675,48,8.06109525326174,25.7263492911702,68.8753580622904,86.3704956800243,87.2852539122915
"DevOps",18.8964195572589,14.7336980713421,35,6.78715172135347,14.4441335682383,76.7858213709624,78.9858988522629,83.3264352883831
"DevOps",18.106008453461,11.4869452088847,28,6.90636320608895,18.3027595770386,84.1224457058077,83.8667332837553,90.2839296861817
"DevOps",19.8445349357595,14.2224402718565,38,6.91328586501808,12.6600681360972,67.420103781566,78.0013256636652,91.3874331869249
"DevOps",22.1001693712543,15.1784144461466,39,8.44146175605504,19.7695077688763,77.2883208547149,79.0858871581988,87.1146765078822
"DevOps",17.0179376678869,16.6900260081349,46,8.12507189227799,21.2898254151642,76.1257486388414,82.7548870023465,89.6087284550741
"DevOps",13.3816622487184,16.9250559369685,38,7.83440156775704,22.3369867233035,71.6490288784732,78.2835509181685,87.1723285757485
"DevOps",20.0114770489245,16.3686188588329,42,6.71265920015931,12.2245642444886,69.7317681297149,74.1881406594183,90.0469457354125
"DevOps",16.5815984748352,12.2094513004011,42,7.37324143416641,19.2383084915821,79.8765385341874,86.0606737408533,87.6481278558554
"DevOps",16.6239827670653,16.6992860912667,43,7.4032903312207,22.780109854151,61.9727109088188,82.4414289515194,86.9659724082398
"DevOps",20.0511427393934,14.1068855671456,34,5.95832670571068,16.7579524108731,68.7840260420317,78.6654422377596,88.3348614945916
"DevOps",17.430453985898,15.3496054003225,56,5.27169548467926,17.3635484037542,64.8157827817111,73.0236848506776,87.1497840550531
"DevOps",15.5585645754909,15.1491023543475,45,7.64183002765162,17.8903883333858,78.9765671947304,88.6088390855972,86.2269485066371
"DevOps",18.3626069594983,15.856333529941,31,5.47068946881958,19.0950562542991,71.0464828367757,94.5614832850862,87.0521892062728
"DevOps",17.7222172751219,15.0493499656523,36,7.00168368848421,19.9954796272379,69.3766440026516,81.8299216294218,87.9755435430234
"DevOps",18.0115283717998,11.6650498048287,33,7.25024782134833,21.9534626511344,87.9202223703316,84.3992265900448,88.6224854221554
"DevOps",18.7705608022527,16.4729919295469,39,7.56386739030588,17.713537228665,71.7498136605619,85.8982412482966,92.5972708648775
"DevOps",17.2586799364152,15.7720531366994,40,7.18942623751481,18.5888341364174,69.7812534406674,78.1927822658456,83.9260065071395
"DevOps",19.2887530970377,14.4686967494436,41,6.26714619370287,25.4639936316644,73.4993262506807,79.5952150817738,87.4011428483412
"DevOps",17.5590268763625,15.2362890220934,34,7.98636585989546,19.293296784345,64.1578768962252,74.0915158534192,89.8945693833425
"DevOps",18.6635639278314,15.2680772907369,44,8.73863376690625,18.5662593279895,74.4515132133603,78.0536870709125,93.2860627103286
"DevOps",20.1936780262987,15.442038937122,37,7.88117880892544,13.9732706241497,71.5191839946002,83.4896391315445,89.2780430878465
"DevOps",18.8703629816676,18.281692331955,34,5.05634909867602,18.0085681428667,74.3426256126507,79.8371360430365,87.9587397505738
"DevOps",17.3481368289375,14.561899242133,37,8.39957618540294,17.3360215404994,67.0881468203107,80.1431538632677,87.0773292712109
"DevOps",20.2976152369022,15.3361307677693,32,6.94394405381373,17.9668625105719,66.8850807892603,80.5497617939899,89.2429244923249
"DevOps",19.9870077119242,17.3367677461382,42,7.52491427931929,16.2737470761865,68.5329266836191,73.5453320700176,90.9671737605892
"DevOps",19.0967939190161,17.1083620467538,40,7.62203323587106,15.9395530426719,68.1600521345361,84.3505197369267,87.4484250683618
"DevOps",18.4774634702229,17.2905262207607,34,6.9033139267933,15.8376791045396,78.4952498334179,75.2260284442583,88.4912842205397
"DevOps",16.7441878479213,13.8450639978809,39,6.92473680235127,17.3564864538007,79.8957278090405,80.1657193503374,88.6508090324332
"DevOps",20.72130489706,19.0049654605857,43,8.0191570693309,22.1043979440859,71.2155402348047,79.2457461517647,90.187832902629
"DevOps",16.7994808257057,15.1334017418604,39,7.71160192248624,21.147259879678,70.2053171970766,80.1256247325752,91.3341412210741
"DevOps",22.3746659860332,18.7337036894137,34,7.99026224604423,16.9200746461708,70.3548058478917,86.8398637789431,88.8374824508189
"DevOps",21.0652212523704,12.2981946279386,38,9.38292669523033,12.9422506363838,72.3461823892651,78.6717603283385,87.7714879853585
"DevOps",17.528599281799,15.0419671727085,31,7.66441586369409,15.4662497143921,72.4845211685053,77.8676096171524,92.1839893966257
"DevOps",15.9471581993864,17.4998291419384,31,7.20738115738531,16.6267184002785,73.4501719388279,74.9213840202246,88.4936023528168
"DevSecOps",20.5791868726014,10.9271367191658,11,2.2314935115395,10.2072760084566,94.5066421179075,88.5829057551663,100.155703957587
"DevSecOps",22.5137674183131,10.8709665476734,14,6.15337120259689,8.67478544859837,94.3062072223594,87.5014458778968,96.8761546847609
"DevSecOps",21.5066162430753,10.5921919445897,12,3.61385854256295,14.0133613816638,98.3941553274922,92.2238385887449,98.2278459283874
"DevSecOps",21.3049148012045,10.4212300809919,19,5.89978777207632,9.4554649311633,94.9027452777934,88.4109872619764,93.9078228115095
"DevSecOps",20.09676286547,11.3442607002294,16,4.29971485440399,7.57211105952098,96.6060913904509,91.9121261050844,96.7752160773252
"DevSecOps",21.9099445503822,12.4967687594385,12,5.23074415911744,9.71747648543497,95.8860589323933,90.5607175364562,96.9564109200782
"DevSecOps",20.4301910610858,8.97868425311892,13,3.91223174305901,7.98924483681317,94.0843012156987,86.6993134602676,95.4833091651669
"DevSecOps",18.6641161268237,12.3179706500584,10,4.4091766037585,10.3123114145507,97.182123818823,88.6281766428319,94.9282142311554
"DevSecOps",21.2395469594245,13.8550125696249,14,4.17116638371381,10.4672672281797,96.3462097469859,93.655337365173,98.8963186051036
"DevSecOps",23.8379932181215,15.0563610273607,10,3.8511034405012,10.7111752232568,98.799566712425,93.7092282578637,98.8283174678554
"DevSecOps",20.8493060747832,13.9517639883009,7,3.90368494030201,6.75628348175157,96.234919169254,97.0167198229019,94.4025360103071
"DevSecOps",23.2159286444501,13.1351621456939,8,4.8102674686754,10.4414225819413,95.3369084835983,90.9892590748007,97.8487575898687
"DevSecOps",18.7642345834217,9.40990440132851,14,3.8388334824228,10.6209001610833,96.5565898266107,86.5125195580536,94.7749093600898
"DevSecOps",21.8888760689509,11.0977399379898,16,2.36985400444736,7.15778310499102,93.6288167019293,88.6947489189545,94.8978535476369
"DevSecOps",23.0388144078869,11.4719303151261,13,3.84328860093614,11.9107312794608,94.3282118932128,92.2254655145205,98.0508248965327
"DevSecOps",22.6023067243334,13.0552858541353,9,4.43183248442902,11.5683417581887,97.0205465022789,96.7004090046842,95.6279519998139
"DevSecOps",22.2113523882979,11.8414929989943,10,4.49316457308115,14.5992387223089,95.3337581975521,91.3300273703192,98.9869599642444
"DevSecOps",20.7185879833892,10.1120270579097,8,4.49325425398195,10.3134059747515,95.8680781072951,94.4211604753854,97.0770471981507
"DevSecOps",20.3005913079328,14.5266535621412,14,2.64631878330473,10.093467055036,95.7695565811561,93.3042439140768,98.0722979515714
"DevSecOps",19.9517424187902,13.3670869376939,7,4.29499364640896,10.1931716681649,94.6989747624509,87.495725133648,95.9527466042277
"DevSecOps",22.2352931942003,12.3561454087365,11,4.77428736795765,10.1395324618006,91.9626226818352,90.4866620432054,94.6975573301128
"DevSecOps",20.1050507716304,13.8271629154887,7,5.02126294517413,6.30305444932467,96.6976699403532,94.915784609043,98.8295044820055
"DevSecOps",21.0188851125987,9.99183856914754,14,3.82003098316471,6.65774588271551,97.5232790152937,93.6282883287877,97.4761429831254
"DevSecOps",21.4878156156035,12.9912304466847,20,3.74248593105376,9.84492206641759,93.4225675292998,92.3913884247034,96.5218644810906
"DevSecOps",25.6877240104644,11.2156314355299,10,5.19027026550243,8.837865238867,98.9648054369172,92.4313427361306,97.1384706530915
"DevSecOps",20.6961001966091,13.0256182827761,14,2.66565756337654,10.1094730501149,96.7703096473745,89.5257840993718,99.6518166851985
"DevSecOps",22.4707731445697,11.9087670680099,9,3.6505360184695,5.77758325347894,98.6832805899877,87.0418440599674,95.6036667307599
"DevSecOps",22.1559216991274,12.9494410695472,12,4.36596966348596,7.00260349094648,94.0856590575154,94.8862773724939,95.5011831110736
"DevSecOps",20.0762867317397,14.0032764225891,17,2.70578098769502,7.79703312212252,96.3335625767085,86.7393415249992,95.7607698945853
"DevSecOps",21.8573838277528,12.0109351354753,13,4.22370228994541,11.9721164421205,95.7999720821224,88.1833122408825,93.8300174635803
"DevSecOps",24.8891017168467,13.5263379554281,15,5.50229121684175,7.80301998581977,97.5370148637636,92.8868949775595,98.6392562750075
"DevSecOps",22.9030081061584,10.217348947278,11,3.99675147725093,8.40097209284694,94.8482808641746,87.2134163518312,97.3847392934885
"DevSecOps",22.0824658439859,10.917593339346,9,3.77723678002913,10.1597476373481,95.9798046560951,89.3443887601816,97.4143439484359
"DevSecOps",21.1550063353207,14.2788265670823,9,4.37992937122724,9.35450727634978,92.4426817025121,87.4516014796526,96.9133052913046
"DevSecOps",17.893505556919,12.5660819595359,8,3.77674226337015,10.2928343573359,94.444757114259,92.8619906731869,95.9796791171518
"DevSecOps",24.2626744268284,8.92166576934941,8,4.65072029926325,14.6101239640914,96.2500677673302,92.3389390499143,95.3531627724475
"DevSecOps",19.0787198581504,9.95394382187644,12,4.72354837155976,7.75079265748353,94.5873570152236,92.2656540798211,98.7037128065853
"DevSecOps",23.4798950217547,11.6988284766163,12,4.0021533289841,9.38906072018039,95.912861028377,92.3273943164369,94.1476306541597
"DevSecOps",25.818207138435,13.2986691065017,15,3.05864627380022,8.96648110051253,95.0641480521496,92.6717372391368,97.8805978839308
"DevSecOps",19.1122136780564,11.8471751164272,12,2.94542341803273,13.0247908536649,97.213860272323,92.9180694759116,95.4147766984846
"DevSecOps",23.4035686707494,12.936281208031,14,3.52560210747575,8.46103015421945,98.3369766174991,85.0940153299773,97.5646204290909
"DevSecOps",21.4756050211951,13.4385080666817,10,4.63790440043987,9.83582619244856,94.3549971743849,90.5535509159204,95.5186189556197
"DevSecOps",18.855711681709,14.5065822432944,9,2.43343586027446,11.5742672286454,95.3859268828105,91.3373914376557,95.9533166346319
"DevSecOps",18.9706646924365,12.0840250999124,22,2.49093987301396,7.8828189281032,98.8795225167395,93.1740286079433,100.538731834054
"DevSecOps",18.7969276528508,11.9220271407287,13,3.47697614019192,13.310351631484,91.6021534916326,87.4375417719841,98.336565237867
"DevSecOps",20.9381869556594,9.3701439612866,8,4.31551587838447,11.3515248309485,95.3603244165185,89.5011994305523,92.7102059514487
"DevSecOps",19.0764888300082,12.1489913911317,14,3.26914716146801,7.85158678093929,100.129408568287,87.7790710277465,97.2528248322006
"DevSecOps",23.3758335459517,11.1422249131567,12,4.70939922967685,10.9091556181155,100.387180138129,94.171720638129,96.0963741274855
"DevSecOps",26.2002178810513,10.5389856257939,6,4.26669597612415,9.57338571353386,96.3131906467003,94.837217749628,94.7267476244447
"DevSecOps",19.4259390479296,11.7301406534287,9,3.86348830540911,10.6264575439887,94.2727820987727,93.3630301760777,97.4195717808624
"DevSecOps",23.5754776949504,13.5224147591155,11,4.65506250922542,9.82004960596867,96.3309148389809,87.332789852269,97.2599310320387
"DevSecOps",23.5380844820018,9.01087726696713,7,4.31069213025549,12.1410320735567,94.694451208106,92.35585635021,96.3429868548638
"DevSecOps",22.6644051579002,11.3590810691919,10,3.64325197823027,7.29779922859333,98.905634564583,94.4513475591427,100.945407134675
"DevSecOps",19.983246783446,12.1749559253741,18,4.18489194753453,8.95476660560817,94.3870346885939,91.5038229422094,92.5026198663669
"DevSecOps",21.7610947867387,10.6601886449176,11,4.51801068638207,9.5016186444892,96.7458231904175,89.3016720013121,98.676438774557
"DevSecOps",21.4392093296595,12.5008544137488,16,4.28502667588964,8.00840255029733,97.2397001491374,87.7416452781659,96.4219534590749
"DevSecOps",23.125979066441,12.6171448809236,12,3.47359183364042,7.92008991246761,94.4849796786083,89.0040916133195,98.3130268211588
"DevSecOps",21.2551224877923,11.950445761086,11,4.68416176405135,9.96403951884668,97.7030493630124,93.144545067848,96.0920045987226
"DevSecOps",23.9539467733712,8.30115270935996,13,4.92234898044689,9.73564973428653,94.5041400581674,89.7050166988542,95.8122708751098
"DevSecOps",21.250838284466,15.8571872188,9,4.22101964523467,4.90131445049914,97.260479659308,91.6828448198203,93.5792406672107
"DevSecOps",24.1054229311587,11.6920511137977,14,4.11528372996975,12.0811469114388,98.1933232662071,94.8848373870109,96.5811031434545
"DevSecOps",19.9016459866679,12.9767899223815,11,3.93949993537613,10.4994514719704,94.0231141552336,92.7350048214084,101.957491602714
"DevSecOps",19.4796895104838,12.4106497365548,13,5.72913267704223,14.8324147462967,98.2159900819592,95.0940183444206,98.9794044162587
"DevSecOps",28.4820798698848,13.5370098522275,7,4.22105242570863,11.3703964761022,95.0209342575752,85.8952605920188,100.351144311654
"DevSecOps",21.1662848236791,13.2264891695611,14,3.87336477704004,9.10608138207601,96.5887067768739,90.1579711608586,98.8299306366281
"DevSecOps",22.5964551830814,11.6853102431572,9,1.9936657582422,15.5947822939162,96.4036749445775,91.1952040584766,99.2885254159237
"DevSecOps",23.2731393480677,12.5672516583128,18,2.74777458797557,15.664452047831,95.1456072273236,92.7357678748255,98.8057528289982
"DevSecOps",21.0324387485825,10.5818867533142,15,3.93786143951155,7.56257636741964,96.5362057399956,87.4923801354131,97.9507848635302
"DevSecOps",23.0337240886272,13.285384516349,11,4.16503523587448,10.9380639119108,93.5391381491523,93.4185545663419,95.834942452006
"DevSecOps",22.7379290547702,11.3084424916735,11,4.22149796708929,9.5775061627357,95.7277262556301,91.922170228487,95.9341305253531
"DevSecOps",21.5692389847166,15.6251600306823,6,4.65720542435889,10.374102293108,97.6515816633303,91.7914180408142,93.7983200072494
"DevSecOps",22.1305860670506,9.52342665646772,12,3.84467807254363,10.4550854571376,91.6517507015414,92.5254543748151,96.98836457224
"DevSecOps",21.9318654925231,11.304019135551,22,4.97167103558605,7.4761990742619,93.0241476252835,90.650924680369,98.7987113517134
"DevSecOps",26.2569037980324,13.2380697941389,12,3.26278716570434,10.5711791604851,93.6761248848061,93.7766382954973,99.0638451130522
"DevSecOps",20.5173278074543,12.765198820318,15,3.03324582364555,13.4984947262836,92.8218206117091,92.9446893211945,97.1902654089108
"DevSecOps",19.8080074658507,11.1157784422275,14,3.01681105795695,9.67181999173039,96.8391660785927,90.5493718774969,95.9047447655562
"DevSecOps",22.0755767983422,10.5048288866887,17,4.59383761934921,9.67414657860309,94.014143300488,94.1211310580221,103.581034886637
"DevSecOps",22.6209614988863,12.216713557066,12,3.93366404612862,12.7971440126749,91.670905829342,91.8776760548385,98.4733710625008
"DevSecOps",22.8730469578204,11.9785388802496,16,4.6318543374564,11.7967924813659,94.7248624698391,93.0062541983184,99.8411506097583
"DevSecOps",21.0832693345778,9.31457814410391,18,3.78583486275433,6.70301036323743,95.2187294970504,89.2174670751273,96.3246387186654
"DevSecOps",19.8733477320576,12.0518266007008,10,3.52648631822975,10.4571139465244,97.7135709475562,95.7412955109578,96.9240847458908
"DevSecOps",24.526370352179,12.2853454735387,9,3.7053179398988,13.3070944693555,93.7924957280023,90.98803316695,97.8972141954135
"DevSecOps",21.3006992240929,12.2620895954728,13,2.51790654060662,12.8305526998383,98.3225785114774,93.5435283066804,100.353044623897
"DevSecOps",20.2689742746933,10.417474436096,10,3.06430779166871,10.8399032076285,96.7967254312572,90.6996504223219,96.3770509090877
"DevSecOps",21.5274408621178,12.7141999174539,10,2.84637228291324,11.4424416142258,96.7247043152711,90.1611102790582,98.7072313335661
"DevSecOps",21.6056482113029,14.0678552054389,11,4.84345781758028,7.60612957562263,94.294948659371,93.35331473584,92.8103707313595
"DevSecOps",24.2198405794273,12.6843546047697,9,3.52213592690976,10.6002631337627,99.9073357597961,86.2461500662265,95.9854911318367
"DevSecOps",22.1694745843944,10.2966172944385,8,4.63156788223214,8.09110212962436,95.6714583358057,92.4350984433821,94.4159818464734
"DevSecOps",23.508107570369,11.3465317954621,12,5.21319248135357,9.08396386380611,92.3502048316433,92.1806991189844,99.2267254347142
"DevSecOps",21.0014159656555,12.5191554293304,23,3.84658015271205,11.8712073675592,95.592287057215,82.9140118926264,96.6710938234395
"DevSecOps",22.4288906191632,11.0294315530226,6,4.22710312508188,7.72621377661771,92.1311118585359,92.1051319855998,96.2192518359865
"DevSecOps",21.3506281770183,8.76353049747708,16,2.59914598448314,10.5338365017461,95.3789797684266,84.494746757959,99.7381996923971
"DevSecOps",22.1891670563471,13.3263762300423,12,3.34506417798416,10.8566640789431,95.1555459936208,92.9794131306782,99.23254571648
"DevSecOps",20.2092732840449,10.7557835825632,12,4.04497187950627,10.1098239396793,97.3636593808068,89.6382587998564,95.203957593065
"DevSecOps",19.3783969333441,11.1396595938476,13,4.23926952266892,13.6443776436708,98.018992371475,88.9151895242953,97.8557329752193
"DevSecOps",25.9944267694959,14.2558509135068,11,3.39248150616089,7.9553053428495,94.5477900701977,90.979461090482,94.5431108629755
"DevSecOps",23.2014176473448,10.8387826055919,15,6.14788719938144,11.2122605228712,97.6122177367501,95.119156134952,96.0487699515776
"DevSecOps",19.4974572767501,13.2685973102839,14,3.63328788872609,9.82213886509867,98.8486462193375,89.0940307683463,100.233155274294
"DevSecOps",20.7776681666392,10.1089756817718,9,4.05139484530403,9.47833551233215,94.4317119903147,92.6743098818463,99.9002559026609
"DevSecOps",19.6290398308054,11.468186395389,10,4.51983349372281,10.9281824677048,94.6951912670013,92.0234736052656,99.2180375109337
